"이수구분","수강
인원","허용
인원","수강
정원","공개
여부","비공개사유","과목명","분반","학점","시간","담당교수","강의언어
(Language)","교양영역
구분","교양영역
상세구분","상대/절대
평가구분","인증
구분","수강대상","설강
여부","강의실","시간","학과","수업
시간","강의계획서","강의계획서여부"
"교양","36","36","36","공개","","일반생물학및실험 1","10","3","4","주호종","한국어","핵심교양","자연","상대평가Ⅰ","일반","전체(학부)","일반","전주:농업생명과학대학3호관 415 전주:농업생명과학대학3호관 408 ","화 8-A,화 8-B,화 9-A,화 9-B,목 6-A,목 6-B,목 7-A,목 7-B","동물자원과 1","50분","강의계획서","Y"
"교양","34","35","35","공개","","일반생물학및실험 1","11","3","4","한상섭","한국어","핵심교양","자연","상대평가Ⅰ","일반","전체(학부)","일반","전주:농업생명과학대학2호관 404 전주:농업생명과학대학3호관 415 ","화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B,목 9-A,목 9-B","산림환경과학과 1","50분","강의계획서","Y"
"교양","35","35","35","공개","","일반생물학및실험 1","12","3","4","주호종","한국어","핵심교양","자연","상대평가Ⅰ","일반","전체(학부)","일반","전주:농업생명과학대학3호관 415 전주:농업생명과학대학3호관 408 ","화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B,목 9-A,목 9-B","생물환경화학과 1","50분","강의계획서","Y"
"교양","33","35","35","공개","","일반생물학및실험 1","13","3","4","추병길","한국어","핵심교양","자연","상대평가Ⅰ","일반","전체(학부)","일반","전주:농업생명과학대학2호관 411 전주:농업생명과학대학3호관 415 ","화 3-A,화 3-B,화 4-A,화 4-B,목 1-A,목 1-B,목 2-A,목 2-B","작물생명과학과 1","50분","강의계획서","Y"
"교양","32","35","35","비공개","학과요청","일반생물학및실험 1","14","3","4","오상욱","한국어","핵심교양","자연","상대평가Ⅰ","일반","전체(학부)","일반","전주:과학관 411 전주:과학관 404 ","화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B,목 9-A,목 9-B","과학교(생물) 1,과학교(화학) 1","50분","강의계획서","Y"
"교양","32","35","35","비공개","학과요청","일반생물학및실험 1","15","3","4","오상욱","한국어","핵심교양","자연","상대평가Ⅰ","일반","전체(학부)","일반","전주:과학관 411 전주:과학관 404 ","화 8-A,화 8-B,화 9-A,화 9-B,목 6-A,목 6-B,목 7-A,목 7-B","과학교(물리) 1,과학교(지구과학) 1","50분","강의계획서","Y"
"교양","31","35","35","공개","","일반생물학및실험 1","16","3","4","박종영","한국어","핵심교양","자연","상대평가Ⅰ","일반","전체(학부)","일반","전주:자연과학대학2호관 405 전주:자연과학대학2호관 407 ","화 3-A,화 3-B,화 4-A,화 4-B,목 1-A,목 1-B,목 2-A,목 2-B","식품영양 1","50분","강의계획서","Y"
"교양","26","35","35","공개","","일반생물학및실험 1","17","3","4","김환규","한국어","핵심교양","자연","상대평가Ⅰ","일반","전체(학부)","일반","전주:자연과학대학2호관 405 전주:자연과학대학2호관 406 ","화 8-A,화 8-B,화 9-A,화 9-B,목 6-A,목 6-B,목 7-A,목 7-B","생명과학부(생명과학) 1","50분","강의계획서","Y"
"교양","20","35","35","공개","","일반생물학및실험 1","18","3","4","김대혁","한국어","핵심교양","자연","상대평가Ⅰ","일반","전체(학부)","일반","전주:자연과학대학2호관 406 전주:자연과학대학4호관 312 ","화 8-A,화 8-B,화 9-A,화 9-B,목 6-A,목 6-B,목 7-A,목 7-B","생명과학부(분자생물학) 1,생명과학부(생명과학) 1","50분","강의계획서","Y"
"교양","23","35","35","공개","","일반생물학및실험 1","19","3","4","장용석","한국어","핵심교양","자연","상대평가Ⅰ","일반","전체(학부)","일반","전주:자연과학대학2호관 407 전주:자연과학대학4호관 312 ","화 8-A,화 8-B,화 9-A,화 9-B,목 6-A,목 6-B,목 7-A,목 7-B","생명과학부(분자생물학) 1","50분","강의계획서","Y"
"교양","34","35","35","공개","","일반생물학및실험 1","20","3","4","김환규","한국어","핵심교양","자연","상대평가Ⅰ","일반","전체(학부)","일반","전주:자연과학대학2호관 406 전주:자연과학대학2호관 409 ","화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B,목 9-A,목 9-B","화 1","50분","강의계획서","Y"
"교양","28","35","35","공개","","일반생물학및실험 1","21","3","4","안정은","한국어","핵심교양","자연","상대평가Ⅰ","일반","전체(학부)","일반","전주:자연과학대학2호관 405 전주:자연과학대학2호관 407 ","화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B,목 9-A,목 9-B","화 1","50분","강의계획서","Y"
"교양","23","35","35","공개","","일반생물학및실험 1(General Biology and Lab. 1)","22","3","4","마시타시크마이딘","English","핵심교양","자연","상대평가Ⅰ","일반","전체(학부)","일반","전주:자연과학대학2호관 406 ","수 4-A,수 4-B,수 5-A,수 5-B,금 3-A,금 3-B,금 4-A,금 4-B","국제이공학부(엔지니어링사이언스) 1","50분","강의계획서","Y"
"교양","40","40","40","공개","","일반생물학및실험 1","23","3","4","기대원","한국어","핵심교양","자연","상대평가Ⅰ","일반","전체(학부)","일반","익산:교양관 2305 익산:제2 환생대관 415 ","화 3-A,화 3-B,화 4-A,화 4-B,목 1-A,목 1-B,목 2-A,목 2-B","생명공학부 1","50분","강의계획서","Y"
"교양","38","40","40","공개","","일반생물학및실험 1","24","3","4","정병훈","한국어","핵심교양","자연","상대평가Ⅰ","일반","전체(학부)","일반","익산:교양관 2305 익산:제2 환생대관 415 ","화 1-A,화 1-B,화 2-A,화 2-B,목 3-A,목 3-B,목 4-A,목 4-B","생명공학부 1","50분","강의계획서","Y"
"교양","22","35","35","공개","","일반생물학및실험 1","25","3","4","김용주","한국어","핵심교양","자연","상대평가Ⅰ","일반","전체(학부)","일반","익산:교양관 2108 익산:제2 환생대관 415 ","화 8-A,화 8-B,화 9-A,화 9-B,목 6-A,목 6-B,목 7-A,목 7-B","한약자원학과 1","50분","강의계획서","Y"
"교양","30","35","35","공개","","일반생물학및실험 1","26","3","4","주호종","한국어","핵심교양","자연","상대평가Ⅰ","일반","전체(학부)","일반","전주:농업생명과학대학3호관 415 전주:농업생명과학대학3호관 408 ","수 4-A,수 4-B,수 5-A,수 5-B,금 3-A,금 3-B,금 4-A,금 4-B","스마트팜학과 1","50분","강의계획서","Y"
"교양","27","35","35","공개","","일반생물학및실험 2","1","3","4","김환규","한국어","핵심교양","자연","상대평가Ⅰ","일반","전체(학부)","일반","전주:자연과학대학2호관 405 전주:자연과학대학2호관 407 ","수 4-A,수 4-B,수 5-A,수 5-B,금 3-A,금 3-B,금 4-A,금 4-B","","50분","강의계획서","Y"
"교양","32","40","40","공개","","일반지구환경과학및실험 1","1","3","4","이우동","한국어","핵심교양","자연","상대평가Ⅰ","일반","전체(학부)","일반","전주:자연과학대학4호관 112 전주:자연과학대학4호관 226 ","화 3-A,화 3-B,화 4-A,화 4-B,목 1-A,목 1-B,목 2-A,목 2-B","지구환경과학 1","50분","강의계획서","Y"
"교양","25","60","60","공개","","일반화학 1","1","3","3","손연선","한국어","핵심교양","자연","상대평가Ⅰ","공학","전체(학부)","일반","전주:공과대학 1호관 317 ","화 1-A,화 1-B,화 2-A,화 2-B,목 3-A,목 3-B","건축공 1","50분","강의계획서","Y"
"교양","48","60","60","공개","","일반화학 1","2","3","3","임수만","한국어","핵심교양","자연","상대평가Ⅰ","공학","전체(학부)","일반","전주:공과대학 5호관 311 ","월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B","기계공 1","50분","강의계획서","Y"
"교양","45","60","60","공개","","일반화학 1","3","3","3","이범주","한국어","핵심교양","자연","상대평가Ⅰ","공학","전체(학부)","일반","전주:공과대학 5호관 503 ","월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B","기계공 1,기계시스템 1","50분","강의계획서","Y"
"교양","60","60","60","공개","","일반화학 1","4","3","3","홍병표","한국어","핵심교양","자연","상대평가Ⅰ","공학","전체(학부)","일반","전주:공과대학 3호관 403 ","월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B","기계시스템 1","50분","강의계획서","Y"
"교양","43","60","60","공개","","일반화학 1","5","3","3","이왕로","한국어","핵심교양","자연","상대평가Ⅰ","공학","전체(학부)","일반","전주:공과대학 2호관 117 ","월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B","기계설계(기계설계) 1,기계설계(나노바이오) 1","50분","강의계획서","Y"
"교양","43","60","60","공개","","일반화학 1","6","3","3","정현진","한국어","핵심교양","자연","상대평가Ⅰ","공학","전체(학부)","일반","전주:공과대학 2호관 117 ","수 7-A,수 7-B,금 6-A,금 6-B,금 7-A,금 7-B","기계설계(기계설계) 1,기계설계(나노바이오) 1","50분","강의계획서","Y"
"교양","60","60","60","공개","","일반화학 1","7","3","3","손연선","한국어","핵심교양","자연","상대평가Ⅰ","공학","전체(학부)","일반","전주:공과대학 3호관 403-1 ","화 8-A,화 8-B,목 6-A,목 6-B,목 7-A,목 7-B","항공우주공 1,토목/환경/자원.에너지공학부(환경공학) 1","50분","강의계획서","Y"
"교양","44","60","60","공개","","일반화학 1","8","3","3","최진하","한국어","핵심교양","자연","상대평가Ⅰ","공학","전체(학부)","일반","전주:공과대학 6호관 309 ","화 8-A,화 8-B,목 6-A,목 6-B,목 7-A,목 7-B","화학공학부 1","50분","강의계획서","Y"
"교양","39","60","60","공개","","일반화학 1","9","3","3","김성섭","한국어","핵심교양","자연","상대평가Ⅰ","공학","전체(학부)","일반","전주:공과대학 6호관 309 ","화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B","화학공학부 1","50분","강의계획서","Y"
"교양","38","60","60","공개","","일반화학 1","10","3","3","정현진","한국어","핵심교양","자연","상대평가Ⅰ","일반","전체(학부)","일반","전주:공과대학 2호관 418 ","화 1-A,화 1-B,화 2-A,화 2-B,목 3-A,목 3-B","양자시스템공학과 1,고분자섬유나노공학부(유기소재섬유공학) 1","50분","강의계획서","Y"
"교양","31","60","60","공개","","일반화학 1","11","3","3","이동원","한국어","핵심교양","자연","상대평가Ⅰ","일반","전체(학부)","일반","전주:공과대학 9호관 306 ","화 1-A,화 1-B,화 2-A,화 2-B,목 3-A,목 3-B","고분자섬유나노공학부(고분자나노공학) 1","50분","강의계획서","Y"
"교양","32","60","60","공개","","일반화학 1","12","3","3","홍병표","한국어","핵심교양","자연","상대평가Ⅰ","일반","전체(학부)","일반","전주:공과대학 4호관 402 ","월 3-A,월 3-B,월 4-A,월 4-B,수 3-A,수 3-B","신소재(금속시스템) 1","50분","강의계획서","Y"
"교양","26","60","60","공개","","일반화학 1","13","3","3","김태욱","한국어","핵심교양","자연","상대평가Ⅰ","일반","전체(학부)","일반","전주:공과대학 4호관 403 ","월 3-A,월 3-B,월 4-A,월 4-B,수 3-A,수 3-B","신소재(정보소재) 1","50분","강의계획서","Y"
"교양","32","60","60","공개","","일반화학 1","14","3","3","안병국","한국어","핵심교양","자연","상대평가Ⅰ","일반","전체(학부)","일반","전주:공과대학 5호관 314 ","화 1-A,화 1-B,화 2-A,화 2-B,목 3-A,목 3-B","신소재(전자재료) 1","50분","강의계획서","Y"
"교양","18","60","60","공개","","일반화학 1","15","3","3","양시영","한국어","핵심교양","자연","상대평가Ⅰ","일반","전체(학부)","일반","전주:공과대학 2호관 418 ","월 8-A,월 8-B,월 9-A,월 9-B,수 8-A,수 8-B","토목/환경/자원.에너지공학부(자원.에너지공학) 1","50분","강의계획서","Y"
"교양","42","60","60","공개","","일반화학 1(General Chemistry 1)","16","3","3","모드샤히르아크탈","English","핵심교양","자연","상대평가Ⅰ","일반","전체(학부)","일반","전주:인문대학2호관 501 ","화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B","국제이공학부(엔지니어링사이언스) 1","50분","강의계획서","Y"
"교양","54","60","60","공개","","일반화학 1","17","3","3","신명님","한국어","핵심교양","자연","상대평가Ⅰ","일반","전체(학부)","일반","전주:농업생명과학대학2호관 404 ","월 3-A,월 3-B,월 4-A,월 4-B,수 3-A,수 3-B","동물자원과 1,목재응용과학과 1,동물생명공학과 1","50분","강의계획서","Y"
"교양","60","61","61","공개","","일반화학 1","18","3","3","김범태","한국어","핵심교양","자연","상대평가Ⅰ","일반","전체(학부)","일반","전주:농업생명과학대학2호관 404 ","월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B","식품공학과 1,생물환경화학과 1","50분","강의계획서","Y"
"교양","47","60","60","공개","","일반화학 1","19","3","3","이은미","한국어","핵심교양","자연","상대평가Ⅰ","일반","전체(학부)","일반","전주:농업생명과학대학2호관 405 ","월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B","원예학과 1,작물생명과학과 1,스마트팜학과 1","50분","강의계획서","Y"
"교양","31","60","60","공개","","일반화학 1","20","3","3","마윤정","한국어","핵심교양","자연","상대평가Ⅰ","일반","전체(학부)","일반","전주:자연과학대학1호관 108 ","화 1-B,화 2-A,화 2-B,목 3-A,목 3-B,목 4-A","식품영양 1","75분","강의계획서","Y"
"교양","53","60","60","공개","","일반화학 1","21","3","3","이왕로","한국어","핵심교양","자연","상대평가Ⅰ","일반","전체(학부)","일반","전주:자연과학대학1호관 112 ","화 8-A,화 8-B,화 9-A,목 6-B,목 7-A,목 7-B","수의예 1","75분","강의계획서","Y"
"교양","32","60","60","공개","","일반화학 1","22","3","3","김훈주","한국어","핵심교양","자연","상대평가Ⅰ","일반","전체(학부)","일반","전주:글로벌인재관 107-1 ","월 1-A,월 1-B,월 2-A,월 2-B,월 3-A,월 3-B","약학과 1","50분","강의계획서","Y"
"교양","36","60","60","공개","","일반화학 1","23","3","3","오광중","한국어","핵심교양","자연","상대평가Ⅰ","일반","전체(학부)","일반","전주:자연과학대학1호관 108 ","월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B","지구환경과학 1,생명과학부(생명과학) 1","50분","강의계획서","Y"
"교양","27","60","60","공개","","일반화학 1","24","3","3","오광중","한국어","핵심교양","자연","상대평가Ⅰ","일반","전체(학부)","일반","전주:자연과학대학1호관 108 ","화 3-A,화 3-B,화 4-A,목 1-B,목 2-A,목 2-B","생명과학부(분자생물학) 1","75분","강의계획서","Y"
"교양","59","60","60","공개","","일반화학 1","25","3","3","마윤정","한국어","핵심교양","자연","상대평가Ⅰ","일반","전체(학부)","일반","전주:자연과학대학1호관 112 ","화 3-A,화 3-B,화 4-A,목 1-B,목 2-A,목 2-B","화 1","50분","강의계획서","Y"
"교양","24","40","40","공개","","일반화학 1","26","3","3","오병택","한국어","핵심교양","자연","상대평가Ⅰ","일반","전체(학부)","일반","익산:제2 환생대관 114 ","화 1-B,화 2-A,화 2-B,목 3-A,목 3-B,목 4-A","생명공학부 1","75분","강의계획서","Y"
"교양","24","40","40","공개","","일반화학 1","27","3","3","유문희","한국어","핵심교양","자연","상대평가Ⅰ","일반","전체(학부)","일반","익산:제2 환생대관 411 ","화 3-A,화 3-B,화 4-A,목 1-B,목 2-A,목 2-B","생명공학부 1,한약자원학과 1","75분","강의계획서","Y"
"교양","11","60","60","공개","","일반화학 2(General Chemistry 2)","1","3","3","한재량","English","핵심교양","자연","절대평가","일반","전체(학부)","일반","전주:자연과학대학1호관 108 ","월 8-A,월 8-B,월 9-A,월 9-B,수 8-A,수 8-B","","50분","강의계획서","Y"
"교양","26","40","40","공개","","일반화학실험 1","1","1","2","한지훈","한국어","핵심교양","자연","절대평가","공학","전체(학부)","일반","전주:공과대학 2호관 105 ","화 3-A,화 3-B,화 4-A,화 4-B","건축공 1","50분","강의계획서","Y"
"교양","40","40","40","공개","","일반화학실험 1","2","1","2","이수형","한국어","핵심교양","자연","절대평가","공학","전체(학부)","일반","전주:공과대학 2호관 105 ","수 8-A,수 8-B,수 9-A,수 9-B","항공우주공 1","50분","강의계획서","Y"
"교양","39","40","40","공개","","일반화학실험 1","3","1","2","김성곤","한국어","핵심교양","자연","절대평가","공학","전체(학부)","일반","전주:공과대학 2호관 105 ","목 6-A,목 6-B,목 7-A,목 7-B","기계설계공학부 1","50분","강의계획서","Y"
"교양","40","40","40","공개","","일반화학실험 1","4","1","2","김필","한국어","핵심교양","자연","절대평가","공학","전체(학부)","일반","전주:공과대학 2호관 105 ","금 3-A,금 3-B,금 4-A,금 4-B","기계설계공학부 1","50분","강의계획서","Y"
"교양","40","40","40","공개","","일반화학실험 1","5","1","2","김성곤","한국어","핵심교양","자연","절대평가","공학","전체(학부)","일반","전주:공과대학 2호관 105 ","수 4-A,수 4-B,수 5-A,수 5-B","기계시스템 1","50분","강의계획서","Y"
"교양","38","40","40","공개","","일반화학실험 1","6","1","2","김필","한국어","핵심교양","자연","절대평가","공학","전체(학부)","일반","전주:공과대학 2호관 105 ","금 1-A,금 1-B,금 2-A,금 2-B","기계시스템 1","50분","강의계획서","Y"
"교양","36","40","40","공개","","일반화학실험 1","7","1","2","김세중","한국어","핵심교양","자연","절대평가","공학","전체(학부)","일반","전주:공과대학 2호관 105 ","화 6-A,화 6-B,화 7-A,화 7-B","화학공학부 1","50분","강의계획서","Y"
"교양","38","40","40","공개","","일반화학실험 1","8","1","2","한지훈","한국어","핵심교양","자연","절대평가","공학","전체(학부)","일반","전주:공과대학 2호관 105 ","목 3-A,목 3-B,목 4-A,목 4-B","화학공학부 1","50분","강의계획서","Y"
"교양","33","40","40","공개","","일반화학실험 1","9","1","2","김성섭","한국어","핵심교양","자연","절대평가","공학","전체(학부)","일반","전주:공과대학 2호관 105 ","화 8-A,화 8-B,화 9-A,화 9-B","기계공 1","50분","강의계획서","Y"
"교양","39","40","40","공개","","일반화학실험 1","10","1","2","최진하","한국어","핵심교양","자연","절대평가","공학","전체(학부)","일반","전주:공과대학 2호관 105 ","목 8-A,목 8-B,목 9-A,목 9-B","기계공 1,양자시스템공학과 1","50분","강의계획서","Y"
"교양","22","40","40","공개","","일반화학실험 1","11","1","2","김세중","한국어","핵심교양","자연","절대평가","공학","전체(학부)","일반","전주:공과대학 2호관 105 ","월 6-A,월 6-B,월 7-A,월 7-B","토목/환경/자원.에너지공학부(환경공학) 1","50분","강의계획서","Y"
"교양","23","40","40","공개","","일반화학실험 1","12","1","2","김성곤","한국어","핵심교양","자연","절대평가","일반","전체(학부)","일반","전주:공과대학 2호관 104 ","화 3-A,화 3-B,화 4-A,화 4-B","신소재(금속시스템) 1","50분","강의계획서","Y"
"교양","32","40","40","공개","","일반화학실험 1","13","1","2","한지훈","한국어","핵심교양","자연","절대평가","일반","전체(학부)","일반","전주:공과대학 2호관 104 ","월 6-A,월 6-B,월 7-A,월 7-B","고분자섬유나노공학부(고분자나노공학) 1","50분","강의계획서","Y"
"교양","15","40","40","공개","","일반화학실험 1","14","1","2","민지호","한국어","핵심교양","자연","절대평가","일반","전체(학부)","일반","전주:공과대학 2호관 105 ","수 6-A,수 6-B,수 7-A,수 7-B","토목/환경/자원.에너지공학부(자원.에너지공학) 1","50분","강의계획서","Y"
"교양","29","40","40","공개","","일반화학실험 1","15","1","2","김민","한국어","핵심교양","자연","절대평가","일반","전체(학부)","일반","전주:공과대학 2호관 104 ","수 6-A,수 6-B,수 7-A,수 7-B","고분자섬유나노공학부(유기소재섬유공학) 1","50분","강의계획서","Y"
"교양","25","40","40","공개","","일반화학실험 1","16","1","2","김필","한국어","핵심교양","자연","절대평가","일반","전체(학부)","일반","전주:공과대학 2호관 105 ","월 8-A,월 8-B,월 9-A,월 9-B","신소재(정보소재) 1","50분","강의계획서","Y"
"교양","30","40","40","공개","","일반화학실험 1","17","1","2","김민","한국어","핵심교양","자연","절대평가","일반","전체(학부)","일반","전주:공과대학 2호관 104 ","월 8-A,월 8-B,월 9-A,월 9-B","신소재(전자재료) 1","50분","강의계획서","Y"
"교양","35","36","36","공개","","일반화학실험 1","18","1","2","김성은","한국어","핵심교양","자연","절대평가","일반","전체(학부)","일반","전주:농업생명과학대학2호관 412 ","목 8-A,목 8-B,목 9-A,목 9-B","동물자원과 1,동물생명공학과 1","50분","강의계획서","Y"
"교양","33","36","36","공개","","일반화학실험 1","19","1","2","이진호","한국어","핵심교양","자연","절대평가","일반","전체(학부)","일반","전주:농업생명과학대학2호관 412 ","목 3-A,목 3-B,목 4-A,목 4-B","식품공학과 1,작물생명과학과 1","50분","강의계획서","Y"
"교양","31","36","36","공개","","일반화학실험 1","20","1","2","김범태","한국어","핵심교양","자연","절대평가","일반","전체(학부)","일반","전주:농업생명과학대학2호관 412 ","목 1-A,목 1-B,목 2-A,목 2-B","식품공학과 1","50분","강의계획서","Y"
"교양","35","36","36","공개","","일반화학실험 1","21","1","2","이은미","한국어","핵심교양","자연","절대평가","일반","전체(학부)","일반","전주:농업생명과학대학2호관 412 ","목 6-A,목 6-B,목 7-A,목 7-B","원예학과 1,생물환경화학과 1","50분","강의계획서","Y"
"교양","27","40","40","공개","","일반화학실험 1","22","1","2","김철주","한국어","핵심교양","자연","절대평가","일반","전체(학부)","일반","전주:자연과학대학1호관 118 ","월 6-A,월 6-B,월 7-A,월 7-B","수의예 1","50분","강의계획서","Y"
"교양","27","40","40","공개","","일반화학실험 1","23","1","2","조경빈","한국어","핵심교양","자연","절대평가","일반","전체(학부)","일반","전주:자연과학대학1호관 120 ","월 6-A,월 6-B,월 7-A,월 7-B","수의예 1","50분","강의계획서","Y"
"교양","25","40","40","공개","","일반화학실험 1","24","1","2","조경빈","한국어","핵심교양","자연","절대평가","일반","전체(학부)","일반","전주:자연과학대학1호관 118 ","목 8-A,목 8-B,목 9-A,목 9-B","생명과학부(분자생물학) 1","50분","강의계획서","Y"
"교양","28","40","40","공개","","일반화학실험 1","25","1","2","김철주","한국어","핵심교양","자연","절대평가","일반","전체(학부)","일반","전주:자연과학대학1호관 118 ","목 6-A,목 6-B,목 7-A,목 7-B","화 1","50분","강의계획서","Y"
"교양","30","40","40","공개","","일반화학실험 1","26","1","2","조경빈","한국어","핵심교양","자연","절대평가","일반","전체(학부)","일반","전주:자연과학대학1호관 120 ","목 6-A,목 6-B,목 7-A,목 7-B","화 1","50분","강의계획서","Y"
"교양","22","40","40","공개","","일반화학실험 1","27","1","2","박정희","한국어","핵심교양","자연","절대평가","일반","전체(학부)","일반","익산:제2 환생대관 415 ","금 6-A,금 6-B,금 7-A,금 7-B","생명공학부 1","50분","강의계획서","Y"
"교양","24","40","40","공개","","일반화학실험 1","28","1","2","박정희","한국어","핵심교양","자연","절대평가","일반","전체(학부)","일반","익산:제2 환생대관 415 ","금 8-A,금 8-B,금 9-A,금 9-B","생명공학부 1,한약자원학과 1","50분","강의계획서","Y"
"교양","5","35","35","공개","","일반화학실험 2","1","1","2","김철주","한국어","핵심교양","자연","절대평가","일반","전체(학부)","일반","전주:자연과학대학1호관 120 ","월 8-A,월 8-B,월 9-A,월 9-B","","50분","강의계획서","Y"
"교양","70","70","70","공개","","정치학의이해","1","3","3","이선우","한국어","핵심교양","사회","상대평가Ⅰ","일반","전체(학부)","일반","전주:사회과학대학 219 ","월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B","","50분","강의계획서","Y"
"교양","62","70","70","공개","","정치학의이해","2","3","3","권재범","한국어","핵심교양","사회","상대평가Ⅰ","일반","전체(학부)","일반","전주:사회과학대학 219 ","화 1-B,화 2-A,화 2-B,목 3-A,목 3-B,목 4-A","","75분","강의계획서","Y"
"교양","68","70","70","공개","","정치학의이해","3","3","3","오관석","한국어","핵심교양","사회","상대평가Ⅰ","일반","전체(학부)","일반","전주:사회과학대학 219 ","수 4-A,수 4-B,금 3-A,금 3-B,금 4-A,금 4-B","","50분","강의계획서","Y"
"교양","68","70","70","공개","","정치학의이해","4","3","3","김형철","한국어","핵심교양","사회","상대평가Ⅰ","일반","전체(학부)","일반","전주:사회과학대학 219 ","화 3-A,화 3-B,화 4-A,목 1-B,목 2-A,목 2-B","","50분","강의계획서","Y"
"교양","67","70","70","공개","","정치학의이해","5","3","3","유혜림","한국어","핵심교양","사회","상대평가Ⅰ","일반","전체(학부)","일반","전주:사회과학대학 219 ","화 8-A,화 8-B,화 9-A,목 6-B,목 7-A,목 7-B","","50분","강의계획서","Y"
"교양","11","70","70","비공개","학과요청","정치학의이해","6","3","3","장영수","한국어","핵심교양","사회","상대평가Ⅰ","일반","전체(학부)","일반",":  ","화 11-A,화 11-B,화 12-A,화 12-B,화 13-A,화 13-B","농업시스템학과 1","50분","","N"
"교양","68","70","70","공개","","철학의이해","1","3","3","권영화","한국어","핵심교양","인간","상대평가Ⅰ","공학","전체(학부)","일반","전주:공과대학 3호관 403-1 ","월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B","건축공 3","50분","강의계획서","Y"
"교양","70","70","70","공개","","철학의이해","2","3","3","김정희","한국어","핵심교양","인간","상대평가Ⅰ","공학","전체(학부)","일반","전주:공과대학 3호관 408 전주:진수당 352 ","수 7-A,수 7-B,금 6-A,금 6-B,금 7-A,금 7-B","전자공학부 1","50분","강의계획서","Y"
"교양","70","70","70","공개","","철학의이해","3","3","3","이상범","한국어","핵심교양","인간","상대평가Ⅰ","공학","전체(학부)","일반","전주:공과대학 3호관 406 ","수 7-A,수 7-B,금 6-A,금 6-B,금 7-A,금 7-B","전자공학부 1","50분","강의계획서","Y"
"교양","68","70","70","공개","","철학의이해","4","3","3","김백녕","한국어","핵심교양","인간","상대평가Ⅰ","공학","전체(학부)","일반","전주:공과대학 1호관 149 ","수 7-A,수 7-B,금 6-A,금 6-B,금 7-A,금 7-B","전자공학부 1","50분","강의계획서","Y"
"교양","68","70","70","공개","","철학의이해","5","3","3","권영화","한국어","핵심교양","인간","상대평가Ⅰ","일반","전체(학부)","일반","전주:진수당 303 ","월 3-A,월 3-B,월 4-A,월 4-B,수 3-A,수 3-B","","50분","강의계획서","Y"
"교양","67","70","70","공개","","철학의이해","6","3","3","김백녕","한국어","핵심교양","인간","상대평가Ⅰ","일반","전체(학부)","일반","전주:자연과학대학본관 525 ","수 2-A,수 2-B,금 1-A,금 1-B,금 2-A,금 2-B","","50분","강의계획서","Y"
"교양","70","70","70","공개","","철학의이해","7","3","3","김정희","한국어","핵심교양","인간","상대평가Ⅰ","일반","전체(학부)","일반","전주:농업생명과학대학2호관강당 100-2 ","월 3-A,월 3-B,월 4-A,월 4-B,수 3-A,수 3-B","","50분","강의계획서","Y"
"교양","70","70","70","공개","","철학의이해","8","3","3","이연정","한국어","핵심교양","인간","상대평가Ⅰ","일반","전체(학부)","일반","전주:진수당 353 ","화 8-A,화 8-B,목 6-A,목 6-B,목 7-A,목 7-B","","50분","강의계획서","Y"
"교양","12","70","70","비공개","학과요청","철학의이해","9","3","3","한상기","한국어","핵심교양","인간","상대평가Ⅰ","일반","전체(학부)","일반",":  ","수 11-A,수 11-B,수 12-A,수 12-B,수 13-A,수 13-B","농생명과학과 1","50분","강의계획서","Y"
"교양","24","70","70","비공개","학과요청","철학의이해","10","3","3","김동운","한국어","핵심교양","인간","상대평가Ⅰ","일반","전체(학부)","일반",":  ","목 11-A,목 11-B,목 12-A,목 12-B,목 13-A,목 13-B","에코농산업벤처시스템 1","50분","강의계획서","Y"
"교양","60","60","60","비공개","현장수강신청","초급물리학","1","2","3","김주진","한국어","핵심교양","자연","상대평가Ⅰ","일반","전체(학부)","일반","전주:자연과학대학5호관 214 ","월 1-A,월 1-B,월 2-A,월 2-B,수 1-A,수 1-B","산업정보시스템공 1,건축공 1,항공우주공 1,융합기술공학부(IT응용시스템공학) 1","50분","강의계획서","Y"
"교양","60","60","60","비공개","현장수강신청","초급물리학","2","2","3","윤원주","한국어","핵심교양","자연","상대평가Ⅰ","일반","전체(학부)","일반","전주:자연과학대학본관 525 ","월 8-A,월 8-B,월 9-A,월 9-B,수 8-A,수 8-B","기계공 1,기계시스템 1,기계설계(기계설계) 1,기계설계(나노바이오) 1","50분","강의계획서","Y"
